"[1, 0, 4]","[1, 0, 0, 0]","[['better', 'eclipse', 'surpass', 'top']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 1, 0, 0]","[['angle', 'bend', 'crook', 'elbow']]"
"[1, 3, 1]","[0, 0, 1, 0]","[['basin', 'bluff', 'cape', 'plain']]"
"[1, 3, 1]","[1, 0, 0, 0]","[['drive', 'impulse', 'itch', 'urge']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 4, 0]","[1, 0, 0, 0]","[['coach', 'guide', 'school', 'train']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['fairy tale', 'fantasy', 'fiction', 'invention']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 0, 0, 1]","[['from', 'sea', 'shining', 'to']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[4, 0, 3]","[1, 1, 1, 1]","[['a life', 'a novel', 'essays', 'part one'], ['a few', 'certain', 'some', 'various'], ['a cappella', 'barbershop', 'doo-wop', 'madrigal'], ['a deal', 'a rose', 'enough', 'love']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['gasp', 'heave', 'pant', 'puff']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[2, 3, 1]","[1, 0, 0, 1]","[['earthworm', 'eel', 'salamander', 'slug'], ['gatecrash', 'raindrop', 'skydive', 'waterfall']]"
"[2, 3, 1]","[1, 0, 1, 0]","[['bolt', 'dart', 'dash', 'fly'], ['attention', 'dear', 'for', 'to']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[1, 0, 0, 0]","[['brick', 'cherry', 'maroon', 'ruby']]"
"[1, 1, 3]","[0, 0, 0, 1]","[['hershey', 'histamine', 'itsy', 'minefield']]"
"[2, 2, 2]","[1, 1, 0, 0]","[['clicks', 'hits', 'presses', 'taps'], ['bacon', 'grits', 'hash', 'toast']]"
"[4, 1, 0]","[1, 1, 1, 1]","[['about', 'around', 'like', 'roughly'], ['handsome', 'healthy', 'respectable', 'tidy'], ['elder', 'palm', 'pine', 'spruce'], ['ala', 'ark', 'miss', 'ore']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[2, 1, 3]","[1, 0, 1, 0]","[['delay', 'postpone', 'shelve', 'table'], ['barge', 'junk', 'sub', 'tug']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[2, 1, 3]","[1, 0, 1, 0]","[['flip', 'leaf', 'riffle', 'thumb'], ['clove', 'mace', 'nutmeg', 'pepper']]"
"[1, 1, 3]","[0, 1, 0, 0]","[['going', 'once', 'sold', 'twice']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 4, 0]","[0, 1, 0, 0]","[['comb', 'gear', 'saw', 'zipper']]"
"[1, 3, 1]","[1, 0, 0, 0]","[['paradise', 'seventh heaven', 'shangri-la', 'xanadu']]"
"[1, 1, 3]","[0, 1, 0, 0]","[['cruise', 'takeoff', 'taxi', 'touchdown']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 1, 0, 0]","[['sandwich', 'shoehorn', 'squeeze', 'wedge']]"
"[4, 0, 1]","[1, 1, 1, 1]","[['bait', 'chum', 'fly', 'lure'], ['affiliate', 'associate', 'equate', 'relate'], ['bow', 'fellow', 'horn', 'legs'], ['liberty', 'storm', 'sun', 'wings']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['hex', 'jinx', 'pox', 'spell']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[1, 0, 0, 0]","[['credit', 'praise', 'recognition', 'thanks']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 0, 4]","[0, 1, 0, 0]","[['discount', 'forget', 'ignore', 'overlook']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['crowd', 'flock', 'host', 'sea']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[2, 3, 1]","[1, 1, 0, 0]","[['gum', 'latex', 'resin', 'sap'], ['account', 'chronicle', 'description', 'story']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['bark', 'bay', 'howl', 'snarl']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[1, 0, 4]","[0, 1, 0, 0]","[['gas', 'internet', 'phone', 'rent']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['clingy', 'sleek', 'slinky', 'snug']]"
"[1, 4, 0]","[0, 0, 1, 0]","[['gator', 'sooner', 'volunteer', 'wolverine']]"
"[2, 2, 2]","[0, 1, 1, 0]","[['jug', 'pipe', 'recorder', 'whistle'], ['letter', 'phrase', 'sentence', 'word']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[2, 2, 2]","[0, 1, 1, 0]","[['addition', 'annex', 'extension', 'wing'], ['calculus', 'cavity', 'plaque', 'tartar']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['bellyache', 'carp', 'crab', 'grumble']]"
"[1, 1, 3]","[0, 1, 0, 0]","[['core', 'meat', 'substance', 'thrust']]"
"[1, 0, 4]","[1, 0, 0, 0]","[['cask', 'cylinder', 'drum', 'tank']]"
"[2, 3, 1]","[1, 0, 1, 0]","[['exponent', 'power', 'radical', 'root'], ['bent', 'gnarly', 'twisted', 'warped']]"
"[2, 1, 3]","[1, 0, 1, 0]","[['adult', 'blue', 'spicy', 'suggestive'], ['antic', 'caper', 'exploit', 'stunt']]"
"[2, 3, 1]","[1, 1, 0, 0]","[['character', 'image', 'name', 'reputation'], ['hash', 'salad', 'scramble', 'stew']]"
"[4, 0, 1]","[1, 1, 1, 1]","[['correspond', 'message', 'text', 'write'], ['different', 'new', 'novel', 'original'], ['biped', 'furniture', 'poem', 'yardstick'], ['pause', 'play', 'record', 'stop']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[2, 1, 3]","[0, 1, 1, 0]","[['hearing', 'inquiry', 'proceeding', 'trial'], ['feeling', 'hunch', 'impression', 'sense']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['crawl', 'creep', 'drag', 'inch']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['bat', 'blink', 'flutter', 'wink']]"
"[1, 1, 3]","[0, 1, 0, 0]","[['dolly', 'rollerblade', 'skateboard', 'wagon']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['attending', 'fellow', 'intern', 'resident']]"
"[1, 0, 4]","[1, 0, 0, 0]","[['audible', 'pandora', 'shazam', 'tidal']]"
"[2, 1, 3]","[1, 1, 0, 0]","[['air', 'mood', 'feeling', 'quality'], ['cute', 'fresh', 'smart', 'wise']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[4, 2, 1]","[1, 1, 1, 1]","[['concoct', 'engineer', 'hatch', 'mastermind'], ['designer', 'haute', 'high-end', 'luxury'], ['bingo', 'marco polo', 'tag', 'uno'], ['galileo', 'pioneer', 'viking', 'voyager']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[1, 0, 0, 0]","[['article', 'column', 'feature', 'story']]"
"[2, 2, 2]","[1, 1, 0, 0]","[['generate', 'inspire', 'prompt', 'provoke'], ['candle', 'incense', 'lotion', 'soap']]"
"[2, 3, 1]","[1, 0, 1, 0]","[['bust', 'dud', 'flop', 'miss'], ['card', 'charge', 'credit', 'plastic']]"
"[1, 3, 1]","[1, 0, 0, 0]","[['green', 'lawn', 'park', 'yard']]"
"[2, 2, 2]","[1, 0, 0, 1]","[['eventually', 'later', 'next', 'soon'], ['peace', 'scissors', 'two', 'victory']]"
"[1, 1, 3]","[1, 0, 0, 0]","[['center', 'guard', 'quarterback', 'safety']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[2, 4, 0]","[1, 0, 1, 0]","[['scarf', 'shawl', 'stole', 'wrap'], ['coo', 'gobble', 'honk', 'hoot']]"
"[2, 3, 1]","[1, 0, 0, 1]","[['brass', 'cheek', 'nerve', 'sauce'], ['relish', 'savor', 'treasure', 'value']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[2, 4, 0]","[1, 1, 0, 0]","[['bubbles', 'fizz', 'foam', 'froth'], ['blossom', 'develop', 'mature', 'progress']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[0, 1, 0, 0]","[['bikini', 'g-string', 'hipster', 'thong']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['dent', 'dimple', 'ding', 'divot']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[4, 1, 1]","[1, 1, 1, 1]","[['bet', 'chance', 'gamble', 'risk'], ['cube', 'dice', 'julienne', 'slice'], ['octopus', 'shiva', 'slot machine', 'venus de milo'], ['casino', 'heat', 'joker', 'taxi driver']]"
"[1, 4, 0]","[1, 0, 0, 0]","[['lather', 'stew', 'sweat', 'tizzy']]"
"[1, 3, 1]","[1, 0, 0, 0]","[['blanch', 'boil', 'poach', 'steam']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[1, 0, 0, 0]","[['hat trick', 'threepeat', 'trifecta', 'triple crown']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 0, 1, 0]","[['drawing', 'lottery', 'pool', 'raffle']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[2, 2, 2]","[0, 1, 1, 0]","[['chair', 'leader', 'speaker', 'whip'], ['flat', 'mule', 'pump', 'slide']]"
"[1, 3, 1]","[1, 0, 0, 0]","[['chief', 'premier', 'principal', 'supreme']]"
"[4, 0, 0]","[1, 1, 1, 1]","[['clown', 'dweeb', 'sap', 'turkey'], ['decline', 'drop', 'dwindle', 'ebb'], ['dwell', 'inhabit', 'live', 'stay'], ['dwarf', 'sea', 'sin', 'wonder']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['energy', 'juice', 'life', 'zip']]"
"[2, 0, 4]","[0, 1, 0, 1]","[['advantage', 'benefit', 'interest', 'sake'], ['biota', 'feta', 'mochi', 'pepsi']]"
"[1, 3, 1]","[0, 0, 0, 1]","[['amethyst', 'eggplant', 'grimace', 'lavender']]"
"[1, 0, 4]","[1, 0, 0, 0]","[['kinds', 'sorts', 'stripes', 'types']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 0, 1, 0]","[['bishop', 'pastor', 'prior', 'pope']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['ball', 'driver', 'glove', 'tee']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[0, 1, 0, 0]","[['anvil', 'canal', 'drum', 'hammer']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[0, 0, 1, 0]","[['brown', 'duke', 'howard', 'smith']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['boom', 'crash', 'roar', 'thunder']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['approval', 'blessing', 'consent', 'support']]"
"[2, 2, 2]","[1, 1, 0, 0]","[['boiling', 'fuming', 'livid', 'steaming'], ['position', 'ranking', 'standing', 'station']]"
"[2, 2, 2]","[0, 1, 1, 0]","[['creep', 'slip', 'steal', 'tiptoe'], ['budget', 'enterprise', 'national', 'thrifty']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[2, 3, 1]","[1, 0, 1, 0]","[['bull', 'crab', 'lion', 'ram'], ['blow', 'draft', 'gust', 'puff']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['alarm', 'hour', 'snooze', 'time set']]"
"[2, 1, 3]","[1, 0, 0, 1]","[['dialect', 'language', 'speech', 'tongue'], ['cottage', 'craftsman', 'prairie', 'ranch']]"
"[2, 4, 0]","[1, 1, 0, 0]","[['hi', 'ma', 'or', 'pa'], ['average', 'fair', 'ok', 'so-so']]"
"[1, 2, 2]","[1, 0, 0, 0]","[['extent', 'range', 'reach', 'scope']]"
"[4, 0, 0]","[1, 1, 1, 1]","[['boo-boo', 'flub', 'gaffe', 'goof'], ['daisy', 'jasmine', 'petunia', 'poppy'], ['babe', 'lou', 'mickey', 'yogi'], ['buzz', 'dance', 'pollinate', 'sting']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[1, 0, 0, 0]","[['gold', 'lead', 'mercury', 'tin']]"
"[2, 3, 1]","[1, 0, 1, 0]","[['about', 'concerning', 'on', 'toward'], ['barge', 'craft', 'ship', 'vessel']]"
"[1, 4, 0]","[0, 1, 0, 0]","[['function', 'operate', 'run', 'work']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['advocate', 'champion', 'cheerleader', 'exponent']]"
"[4, 1, 1]","[1, 1, 1, 1]","[['echo', 'parrot', 'repeat', 'quote'], ['anchor', 'backbone', 'cornerstone', 'pillar'], ['backflip', 'bellyflop', 'cannonball', 'jackknife'], ['ham', 'pirate', 'satellite', 'talk']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 0, 1, 0]","[['disapprove', 'mind', 'object', 'protest']]"
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[1, 4, 0]","[0, 1, 0, 0]","[['cast', 'chuck', 'fling', 'hurl']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 1, 0, 0]","[['elaborate', 'expand', 'explain', 'specify']]"
"[2, 0, 4]","[1, 1, 0, 0]","[['arena', 'bowl', 'coliseum', 'dome'], ['alley', 'court', 'drive', 'lane']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[0, 0, 0, 1]","[['barge', 'jostle', 'muscle', 'shoulder']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[0, 1, 0, 0]","[['fiddle', 'horn', 'recorder', 'triangle']]"
"[1, 3, 1]","[0, 1, 0, 0]","[['composition', 'fabric', 'makeup', 'structure']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[1, 3, 1]","[0, 0, 1, 0]","[['appear', 'look', 'seem', 'sound']]"
"[1, 1, 3]","[1, 0, 0, 0]","[['auditorium', 'gym', 'lab', 'library']]"
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[0, 1, 0, 0]","[['attitude', 'cheek', 'lip', 'sass']]"
"[1, 0, 4]","[1, 0, 0, 0]","[['journal', 'log', 'record', 'register']]"
"[1, 1, 3]","[0, 1, 0, 0]","[['grit', 'resolve', 'spirit', 'will']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 4, 0]","[0, 1, 0, 0]","[['con', 'hustle', 'racket', 'sting']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 4, 0]","[1, 0, 0, 0]","[['chase', 'hunt', 'quest', 'search']]"
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[1, 1, 3]","[0, 1, 0, 0]","[['bug', 'chill', 'cold', 'cough']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[2, 2, 2]","[1, 1, 0, 0]","[['ferris wheel', 'merry-go-round', 'roller coaster', 'tilt-a-whirl'], ['clearance', 'go-ahead', 'green light', 'thumbs-up']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
"[0, 3, 1]","[0, 0, 0, 0]",[]
"[0, 2, 2]","[0, 0, 0, 0]",[]
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[1, 0, 0, 0]","[['condition', 'form', 'shape', 'state']]"
"[2, 1, 3]","[1, 1, 0, 0]","[['perch', 'pike', 'skate', 'sole'], ['dunk', 'floater', 'layup', 'three']]"
"[1, 1, 3]","[1, 0, 0, 0]","[['article', 'essay', 'paper', 'report']]"
"[2, 3, 1]","[0, 1, 1, 0]","[['hit', 'sensation', 'smash', 'success'], ['button', 'hat', 'shirt', 'sticker']]"
"[0, 4, 0]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[0, 0, 4]","[0, 0, 0, 0]",[]
"[1, 2, 2]","[1, 0, 0, 0]","[['bitter', 'salty', 'sore', 'upset']]"
"[4, 1, 1]","[1, 1, 1, 1]","[['absorb', 'engross', 'hold', 'rivet'], ['film', 'record', 'shoot', 'tape'], ['pastel', 'petals', 'pleats', 'staple'], ['good', 'penny', 'please', 'woman']]"
"[4, 0, 0]","[1, 1, 1, 1]","[['conceive', 'envision', 'imagine', 'picture'], ['brush', 'flick', 'sweep', 'wipe'], ['coat', 'film', 'layer', 'skin'], ['code', 'develop', 'hack', 'program']]"
"[0, 1, 3]","[0, 0, 0, 0]",[]
